C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_46_767.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_46_767.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_46_767.jpg, 0, 0, 0, 8.126802E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_46_908.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_46_908.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_46_908.jpg, 0, 0, 0, 7.836018E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_041.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_041.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_041.jpg, 0, 0, 0, 7.874325E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_174.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_174.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_174.jpg, 0, 0, 0, 7.861463E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_323.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_323.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_323.jpg, 0, 0, 0, 8.121258E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_449.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_449.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_449.jpg, 0, 0, 0, 7.879196E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_574.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_574.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_574.jpg, 0, 0, 0, 7.833147E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_699.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_699.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_699.jpg, 0, 0, 0, 8.194635E-05
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_811.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_811.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_811.jpg, 0, 0.3139677, 0, 0.3505927
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_47_932.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_47_932.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_47_932.jpg, 0, 0, 0, 0.3747514
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_047.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_047.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_047.jpg, 0, 0, 0, 0.369799
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_185.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_185.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_185.jpg, 0, 0, 0, 0.3640971
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_312.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_312.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_312.jpg, 0, 0, 0, 0.3593531
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_447.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_447.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_447.jpg, 0, 0, 0, 0.3543283
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_548.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_548.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_548.jpg, 0, 0, 0, 0.3507825
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_650.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_650.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_650.jpg, 0, 0, 0, 0.3472724
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_786.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_786.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_786.jpg, 0, 0, 0, 0.3424171
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_48_925.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_48_925.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_48_925.jpg, 0, 0, 0, 0.00111151
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_060.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_060.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_060.jpg, 0, 0, 0, 0.0006873137
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_202.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_202.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_202.jpg, 0, 0.4070514, 0, 0.4625265
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_343.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_343.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_343.jpg, 0, 0.8039091, 0, 1.589467
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_463.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_463.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_463.jpg, 0, 1, 0, 3.262897
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_601.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_601.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_601.jpg, 0, 0.5879842, 0, 4.379999
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_727.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_727.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_727.jpg, 0, 0.2061181, 0, 4.738123
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_861.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_861.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_861.jpg, 0, 0, 0, 4.6804
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_49_991.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_49_991.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_49_991.jpg, 0, 0, 0, 4.624105
C:\Users\sravy\Downloads\simulator-windows-64\IMG\center_2023_05_27_17_00_50_117.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\left_2023_05_27_17_00_50_117.jpg, C:\Users\sravy\Downloads\simulator-windows-64\IMG\right_2023_05_27_17_00_50_117.jpg, 0, 0, 0, 4.55928
